			Domain: SAT	Domain: Ketoacyl-synt-N	Domain: Ketoacyl-synt-C	Domain: Acyl-tranferase	Domain: PT-fungal-PKS	Domain: PP-binding	Domain: AllPKSDomains_presentAbsent	Domain: Hydroxynapthalene-reductase	Domain: Scytalone-dehydratase	Domain: Tyrosinase	Domain: 4HPPD
Species: Sclerogaster-hysterangioides	Phylum: Basidiomycota	Order: Sclerogaster - no_f_rank - no_o_rank	-33.63827216398241	-60.346787486224656	-31.638272163982407	-69.85387196432177	0	-30.309803919971486	0	-71.18045606445813	0	-52.585026652029185	0
Species: Sclerophora-sanguinea	Phylum: Ascomycota	Order: Coniocybales	-60.920818753952375	-74.58502665202919	-38.95860731484178	-92.34678748622466	-104.7447274948967	-54.14266750356873	100	0	0	-54.356547323513816	0
Species: Sclerotinia-sclerotiorum	Phylum: Ascomycota	Order: Helotiales	-81.52287874528034	-81.50863830616572	-42.20065945054642	-89.50863830616572	-122.13667713987954	-43.31875876262441	100	-135.52287874528034	-74.14874165128093	-51.69897000433602	-134.58502665202917
Species: Scytinostroma-sp.	Phylum: Basidiomycota	Order: Russulales	-31.3767507096021	-75.85387196432177	-34.408935392973504	-71.52287874528034	-62.769551078621724	-22.207608310501747	100	-56.25963731050576	0	-51.431798275933005	0
Species: Sebacina-vermifera	Phylum: Basidiomycota	Order: Sebacinales	-29.187086643357144	-21.26760624017703	-17.602059991327963	-69.72124639904717	0	-10.769551078621726	0	-68.15490195998575	0	-52.29242982390206	0
Species: Serendipita-vermifera	Phylum: Basidiomycota	Order: Sebacinales	-27.769551078621728	-21.886056647693163	-16.744727494896694	-68.14266750356873	0	-10.4089353929735	0	0	0	-52.74472749489669	0
Species: Septoria-musiva	Phylum: Ascomycota	Order: Capnodiales	-79.48148606012211	-77.55284196865779	-37.214670164989236	-89.48148606012211	-112.88605664769317	-64.16115090926274	100	-133.13667713987954	-85.85387196432177	-48.494850021680094	-131.69897000433602
Species: Septoria-populicola	Phylum: Ascomycota	Order: Capnodiales	-79.4089353929735	-77.65757731917779	-38.045757490560675	-89.4948500216801	-111.85387196432177	-62.82390874094432	100	-129.4089353929735	-84.58502665202919	-47.50863830616573	-130.76955107862173
Species: Septobasidium-sp.	Phylum: Basidiomycota	Order: Septobasidiales	-30.26760624017703	-25.207608310501747	-10.387216143280265	-67.85387196432177	0	-34.408935392973504	0	0	0	-40.38721614328026	0
Species: Serendipita-sp.	Phylum: Basidiomycota	Order: Sebacinales	-27.958607314841775	-17.431798275933005	-17.113509274827518	-69.16115090926274	0	-11.602059991327963	0	-70.85387196432177	0	-54.52287874528034	0
Species: Serpula-lacrymans	Phylum: Basidiomycota	Order: Boletales	-35.46852108295774	-78.79588001734407	-36.20065945054642	-68.02227639471116	-61.32790214206428	-28.920818753952375	100	0	0	-37.56863623584101	0
Species: Serpula-lacrymans	Phylum: Basidiomycota	Order: Boletales	-35.50863830616573	-78.85387196432177	-36.236572006437065	-71.13667713987954	-61.356547323513816	-29.0	100	-57.20760831050175	0	-46.6575773191778	0
Species: Serpula-himantioides	Phylum: Basidiomycota	Order: Boletales	-34.431798275933005	-78.2518119729938	-36.82390874094432	-56.88605664769317	-62.795880017344075	-21.07058107428571	100	-58.01772876696043	0	-43.39794000867204	0
Species: Setomelanomma-holmii	Phylum: Ascomycota	Order: Pleosporales	-83.69897000433602	-78.03621217265444	-37.95860731484178	-88.88605664769317	-114.6382721639824	-79.35654732351381	100	-131.6197887582884	-83.95860731484177	-55.0	-140.88605664769315
Species: Setosphaeria-turcica	Phylum: Ascomycota	Order: Pleosporales	-81.31875876262441	-80.13076828026902	-38.920818753952375	-86.79588001734407	-115.31875876262441	-72.0	100	-132.29242982390207	-83.60205999132796	-52.85387196432176	-140.568636235841
Species: Setosphaeria-turcica	Phylum: Ascomycota	Order: Pleosporales	-81.30102999566398	-79.06550154875643	-38.88605664769317	-86.79588001734407	-115.30102999566398	-71.95860731484177	100	-132.2757241303992	-59.06048074738138	-52.67778070526608	-140.5528419686578
Species: Sirobasidium-intermedium	Phylum: Basidiomycota	Order: Tremellales	-32.455931955649724	-24.72124639904717	-15.795880017344075	-68.2839966563652	0	-13.200659450546418	0	0	0	0	0
Species: Lentinus-tigrinus	Phylum: Basidiomycota	Order: Polyporales	-30.638272163982407	-73.7447274948967	-36.31875876262441	-72.88605664769317	-55.161150909262744	-35.20065945054642	0	-76.95860731484177	0	-56.214670164989236	0
Species: Sistotremastrum-niveocremeum	Phylum: Basidiomycota	Order: Trechisporales	-29.397940008672037	-25.30102999566398	-14.455931955649724	-72.38721614328027	0	-33.17392519729918	0	0	0	-52.82390874094432	0
Species: Sistotrema-raduloides	Phylum: Basidiomycota	Order: Corticiales	-28.481486060122112	-26.10790539730952	-16.958607314841775	-71.38721614328027	0	-24.769551078621728	0	-76.7447274948967	0	-52.39794000867204	0
Species: Sistotremastrum-suecicum	Phylum: Basidiomycota	Order: Trechisporales	-29.82390874094432	-25.2839966563652	-14.443697499232712	-72.36653154442041	0	-34.52287874528034	0	0	0	-52.31875876262441	0
Species: Slooffia-pilatii	Phylum: Basidiomycota	Order: Chrysozymaceae - no_o_rank	0	-25.387216143280263	-13.795880017344075	-67.56863623584101	0	-18.455931955649724	0	0	-6.853871964321762	0	0
Species: Smittium-culicis	Phylum: Zoopagomycota	Order: Harpellales	-36.44369749923271	-31.920818753952375	-36.10790539730952	-60.161150909262744	0	-12.795880017344075	0	0	0	-32.585026652029185	-109.34678748622466
Species: Smittium-culicis	Phylum: Zoopagomycota	Order: Harpellales	-30.366531544420415	-32.0	-15.275724130399212	-60.31875876262441	0	-13.214670164989233	0	0	0	-31.657577319177793	-108.85387196432177
Species: Smittium-mucronatum	Phylum: Zoopagomycota	Order: Harpellales	-28.537602002101043	-31.82390874094432	-14.585026652029182	-60.74472749489669	0	-12.602059991327963	0	0	0	-30.102372908709558	0
Species: Sodiomyces-alkalinus	Phylum: Ascomycota	Order: Glomerellales	-52.619788758288394	-75.27572413039921	-39.60205999132796	-87.82390874094432	-108.14874165128093	-60.283996656365204	100	0	0	-50.27572413039921	-132.25963731050575
Species: Sordaria-brevicollis	Phylum: Ascomycota	Order: Sordariales	-77.25963731050575	-78.25963731050575	-38.74472749489669	-90.92081875395237	-113.0	-55.63827216398241	100	-136.79588001734407	-83.95860731484177	-53.06550154875643	-137.50863830616572
Species: Spathularia-flavida	Phylum: Ascomycota	Order: Rhytismatales	-75.67778070526609	-86.22914798835785	-40.494850021680094	-88.55284196865779	-123.10237290870955	-55.67778070526608	100	-136.88605664769315	-72.10790539730952	-52.619788758288394	-106.39794000867204
Species: Sparassis-latifolia	Phylum: Basidiomycota	Order: Polyporales	-35.85387196432176	-77.85387196432177	-35.88605664769317	-71.82390874094432	-66.0	-20.096910013008056	100	-77.00436480540245	0	0	0
Species: Spathaspora-passalidarum	Phylum: Ascomycota	Order: Saccharomycetales	-37.1249387366083	-52.46852108295774	-34.0	-96.08092190762393	0	-12.337242168318426	0	0	0	0	-97.85387196432177
Species: Sphaerobolus-stellatus	Phylum: Basidiomycota	Order: Geastrales	-30.638272163982407	-56.2518119729938	-36.05060999335509	-68.88605664769317	0	-29.161150909262744	0	-68.60205999132796	0	-56.14874165128092	0
Species: Spinellus-fusiger	Phylum: Mucoromycota	Order: Mucorales	-27.67778070526608	-56.214670164989236	-35.6575773191778	-62.56863623584101	0	-12.259637310505756	0	0	0	0	-130.4436974992327
Species: Spizellomyces-punctatus	Phylum: Chytridiomycota	Order: Spizellomycetales	-30.24412514432751	-67.36653154442041	-34.619788758288394	-73.18708664335715	0	-70.79588001734407	0	-66.0	0	-38.283996656365204	-136.85387196432177
Species: Sporormia-fimetaria	Phylum: Ascomycota	Order: Pleosporales	-55.24412514432751	-82.2518119729938	-37.494850021680094	-88.2839966563652	-114.65757731917779	-75.0	100	-132.431798275933	-83.46852108295775	-55.20760831050175	-129.1191864077192
Species: Sporobolomyces-gracilis	Phylum: Basidiomycota	Order: Symmetrosporaceae - no_o_rank	-28.2839966563652	-27.366531544420415	-14.721246399047171	-68.92081875395237	0	-14.853871964321762	0	0	0	0	0
Species: Sporopachydermia-lactativora	Phylum: Ascomycota	Order: Saccharomycetales	-39.74472749489669	-56.63827216398241	-33.85387196432176	-97.6382721639824	0	-12.698970004336019	0	-61.22914798835786	0	0	-109.09691001300806
Species: Sporobolomyces-linderae	Phylum: Basidiomycota	Order: Spiculogloeales	-32.455931955649724	-25.602059991327963	-12.455931955649724	-68.58502665202919	0	-21.27572413039921	0	0	0	0	0
Species: Sporidiobolus-pararoseus	Phylum: Basidiomycota	Order: Sporidiobolales	-31.958607314841775	-25.657577319177793	-14.585026652029182	-69.46852108295775	0	-15.886056647693163	0	0	0	0	0
Species: Sporisorium-reilianum	Phylum: Basidiomycota	Order: Ustilaginales	-27.67778070526608	-56.95860731484178	-29.229147988357855	-61.19382002601611	-58.95860731484178	-39.431798275933005	0	0	0	-33.95860731484178	0
Species: Sporobolomyces-roseus	Phylum: Basidiomycota	Order: Sporidiobolales	-28.130768280269024	-26.443697499232712	-14.522878745280337	-58.85387196432176	0	-19.769551078621728	0	0	0	0	0
Species: Myceliophthora-thermophila	Phylum: Ascomycota	Order: Sordariales	-66.0	-80.33724216831843	-40.85387196432176	-88.82390874094432	-117.56863623584101	-78.92081875395237	100	-137.23657200643706	-89.34678748622466	-53.85387196432176	-132.22914798835785
Species: Sporodiniella-umbellata	Phylum: Mucoromycota	Order: Mucorales	-27.958607314841775	-30.795880017344075	-38.36653154442041	-67.55284196865779	0	-21.67778070526608	0	0	0	0	-129.4948500216801
Species: Stachybotrys-elegans	Phylum: Ascomycota	Order: Hypocreales	-53.72124639904717	-80.4948500216801	-42.6575773191778	-89.95860731484177	-114.39794000867204	-79.92081875395237	100	-123.35654732351381	-83.25963731050575	-51.39794000867204	-134.0268721464003
Species: Stanjemonium-grisellum	Phylum: Ascomycota	Order: Hypocreales	-38.494850021680094	-84.30102999566398	-43.74472749489669	-81.0087739243075	0	-187.23657200643706	0	-62.50863830616573	-20.0	-52.420216403383186	-134.00436480540245
Species: Stagonospora-nodorum	Phylum: Ascomycota	Order: Pleosporales	-71.45593195564973	-79.25963731050575	-38.67778070526608	-90.3767507096021	-115.88605664769317	-55.06550154875643	100	-131.46852108295775	-53.16749108729376	-53.346787486224656	-141.06048074738138
Species: Stagonospora-sp.	Phylum: Ascomycota	Order: Pleosporales	-83.79588001734407	-79.76955107862173	-40.031517051446066	-90.0	-114.69897000433602	-69.09691001300806	100	-130.6777807052661	-84.53760200210104	-53.180456064458134	-142.58502665202917
Species: Stereum-hirsutum	Phylum: Basidiomycota	Order: Russulales	-27.744727494896694	-77.16115090926274	-36.494850021680094	-67.4948500216801	-64.7447274948967	-38.036212172654444	100	-70.18708664335715	0	-51.481486060122116	0
Species: Stemphylium-lycopersici	Phylum: Ascomycota	Order: Pleosporales	-78.4089353929735	-77.85387196432177	-41.88605664769317	-86.88605664769317	-114.14874165128093	-70.31875876262441	100	-132.76955107862173	-85.60205999132796	-52.494850021680094	-141.60205999132796
Species: Stomiopeltis-betulae	Phylum: Ascomycota	Order: Micropeltidaceae - no_o_rank	-80.92081875395237	-83.53760200210104	-40.130768280269024	-87.52287874528034	-113.11350927482752	-156.88605664769315	100	-133.0409586076789	-83.76955107862173	-50.283996656365204	-137.85387196432177
Species: Sugiyamaella-americana	Phylum: Ascomycota	Order: Saccharomycetales	-38.795880017344075	-57.95860731484178	-36.3767507096021	-90.58502665202919	0	-13.229147988357855	0	-71.95860731484177	0	0	-137.26760624017703
Species: Suillus-americanus	Phylum: Basidiomycota	Order: Boletales	-29.337242168318426	-78.4202164033832	-33.74472749489669	-70.72124639904717	-57.055517327849834	-45.15490195998574	100	-56.74472749489669	0	-45.6575773191778	0
Species: Suillus-ampliporus	Phylum: Basidiomycota	Order: Boletales	-30.920818753952375	-78.23657200643706	-33.95860731484178	-71.45593195564973	0	-20.522878745280337	0	-57.52287874528034	0	-42.0	0
Species: Suillus-bovinus	Phylum: Basidiomycota	Order: Boletales	-29.113509274827518	-76.24412514432751	-34.0	-71.52287874528034	-55.82390874094432	-40.88605664769317	100	-58.63827216398241	0	-42.920818753952375	0
Species: Suillus-brevipes	Phylum: Basidiomycota	Order: Boletales	-29.356547323513812	-77.21467016498923	-33.63827216398241	-70.7447274948967	-54.30102999566398	-41.56863623584101	100	-57.26760624017703	0	-34.67778070526608	0
Species: Suillus-clintonianus	Phylum: Basidiomycota	Order: Boletales	-31.200659450546418	-78.72124639904717	-34.88605664769317	-72.10790539730952	-57.455931955649724	-41.69897000433602	100	-56.50863830616573	0	-41.408935392973504	0
Species: Suillus-cothurnatus	Phylum: Basidiomycota	Order: Boletales	-29.431798275933005	-79.56863623584101	-33.95860731484178	-70.95860731484177	-56.18708664335715	-32.72124639904717	100	-59.008773924307505	0	-44.36653154442041	0
Species: Suillus-decipiens	Phylum: Basidiomycota	Order: Boletales	-29.67778070526608	-79.60205999132796	-34.17392519729918	-71.6382721639824	0	-43.56863623584101	0	0	0	-43.795880017344075	0
Species: Suillus-granulatus	Phylum: Basidiomycota	Order: Boletales	-29.259637310505756	-77.85387196432177	-34.82390874094432	-70.10237290870955	-54.769551078621724	-43.2518119729938	100	-59.20760831050175	0	-40.46852108295774	0
Species: Suillus-hirtellus	Phylum: Basidiomycota	Order: Boletales	-30.09151498112135	-75.65757731917779	-33.481486060122116	-71.35654732351381	-55.16749108729376	-39.008773924307505	100	-61.420216403383186	0	-42.95860731484178	0
Species: Suillus-lakei	Phylum: Basidiomycota	Order: Boletales	-28.958607314841775	-64.6197887582884	-34.0	-71.09151498112135	-56.6575773191778	-29.080921907623924	100	0	0	-42.920818753952375	0
Species: Suillus-luteus	Phylum: Basidiomycota	Order: Boletales	-29.008773924307505	-77.39794000867204	-33.82390874094432	-70.85387196432177	-54.537602002101046	-31.167491087293765	100	-58.60205999132796	0	-41.0	0
Species: Suillus-occidentalis	Phylum: Basidiomycota	Order: Boletales	-28.494850021680094	-77.22184874961636	-33.74472749489669	-70.76955107862173	-54.14266750356873	-32.52287874528034	100	-58.096910013008056	0	-39.337242168318426	0
Species: Suillus-paluster	Phylum: Basidiomycota	Order: Boletales	-30.67778070526608	-76.10790539730952	-34.455931955649724	-70.11918640771921	-60.22914798835786	-32.88605664769317	100	-59.67778070526608	0	-41.119186407719205	0
Species: Suillus-pictus	Phylum: Basidiomycota	Order: Boletales	-29.3767507096021	-78.18708664335715	-33.95860731484178	-71.32790214206429	-56.88605664769317	-44.46852108295774	100	-60.920818753952375	0	-43.055517327849834	0
Species: Suillus-placidus	Phylum: Basidiomycota	Order: Boletales	-28.920818753952375	-76.58502665202919	-35.6575773191778	-71.14874165128093	-55.46852108295774	-43.2518119729938	100	-57.56863623584101	0	-39.920818753952375	0
Species: Suillus-subalutaceus	Phylum: Basidiomycota	Order: Boletales	-29.366531544420415	-79.17392519729917	-34.60205999132796	-70.56863623584101	-57.11350927482752	-44.36653154442041	100	-60.74472749489669	0	-43.537602002101046	0
Species: Suillus-subaureus	Phylum: Basidiomycota	Order: Boletales	-29.2839966563652	-73.95860731484177	-34.04095860767891	-70.58502665202919	-52.26760624017703	-31.42021640338319	100	-58.95860731484178	0	-43.82390874094432	0
Species: Suillus-tomentosus	Phylum: Basidiomycota	Order: Boletales	-28.1249387366083	-75.92081875395237	-33.55284196865778	-69.88605664769317	-54.36653154442041	-40.408935392973504	100	-61.769551078621724	0	-41.0	0
Species: Suillus-variegatus	Phylum: Basidiomycota	Order: Boletales	-29.4089353929735	-75.95860731484177	-33.55284196865778	-70.30102999566398	-55.481486060122116	-40.455931955649724	100	-58.04095860767891	0	-41.06048074738138	0
Species: Sympodiomyces-attinorum	Phylum: Ascomycota	Order: Saccharomycetales	-36.55284196865778	-56.420216403383186	-36.1249387366083	-92.431798275933	0	-13.4089353929735	0	-61.39794000867204	0	0	-139.82390874094432
Species: Symbiotaphrina-kochii	Phylum: Ascomycota	Order: Symbiotaphrinales	-79.22914798835785	-82.14874165128093	-37.2518119729938	-87.52287874528034	-126.10237290870955	-53.22914798835786	100	-113.95860731484177	-69.19382002601611	-49.82390874094432	-138.76955107862173
Species: Syncephalis-fuscata	Phylum: Zoopagomycota	Order: Zoopagales	0	-56.55284196865778	-35.95860731484178	-15.494850021680094	0	-11.698970004336019	0	0	0	-37.08618614761628	-139.72124639904717
Species: Syncephalis-plumigaleata	Phylum: Zoopagomycota	Order: Zoopagales	0	-21.346787486224656	-27.920818753952375	-23.23657200643706	0	-12.920818753952375	0	0	0	-39.07572071393812	-138.72124639904717
Species: Syncephalis-pseudoplumigaleata	Phylum: Zoopagomycota	Order: Zoopagales	0	-53.74472749489669	-35.30102999566398	-17.031517051446066	0	-10.292429823902063	0	0	0	-37.31875876262441	-139.6777807052661
Species: Syncephalastrum-racemosum	Phylum: Mucoromycota	Order: Mucorales	-31.657577319177793	-59.309803919971486	-36.3767507096021	-70.82390874094432	0	-13.853871964321762	0	0	0	0	-130.22914798835785
Species: Talaromyces-borbonicus	Phylum: Ascomycota	Order: Eurotiales	-79.09691001300806	-81.7447274948967	-40.180456064458134	-89.92081875395237	-118.95860731484177	-90.00436480540245	100	-116.69897000433602	-83.65757731917779	-53.85387196432176	0
Species: Talaromyces-marneffei	Phylum: Ascomycota	Order: Eurotiales	-81.69897000433602	-80.53760200210104	-38.585026652029185	-89.76955107862173	-119.65757731917779	-86.31875876262441	100	-121.52287874528034	-84.85387196432177	-52.920818753952375	-135.6197887582884
Species: Talaromyces-proteolyticus	Phylum: Ascomycota	Order: Eurotiales	-81.82390874094432	-81.17392519729917	-39.09151498112135	-92.22914798835785	-118.31875876262441	-72.85387196432177	100	-121.88605664769317	-82.92081875395237	-51.795880017344075	-139.05551732784983
Species: Talaromyces-stipitatus	Phylum: Ascomycota	Order: Eurotiales	-80.6197887582884	-80.25963731050575	-39.236572006437065	-90.08618614761629	-118.35654732351381	-86.38721614328027	100	-120.88605664769317	-82.69897000433602	-53.88605664769317	-138.25963731050575
Species: Taphrina-deformans	Phylum: Ascomycota	Order: Taphrinales	-37.85387196432176	-20.036212172654444	-10.522878745280337	-76.4202164033832	0	-13.455931955649724	0	-69.4202164033832	0	0	0
